Source,CH3,,
Second,Volt,,
-0.100039994,0.142,,
-0.10002,0.162,,
-0.099999994,0.15,,
-0.099979994,0.152,,
-0.09996,0.162,,
-0.099939994,0.138,,
-0.09992,0.164,,
-0.0999,0.144,,
-0.099879994,0.16,,
-0.09986,0.152,,
-0.09984,0.14,,
-0.099819994,0.156,,
-0.0998,0.132,,
-0.09978,0.142,,
-0.099759994,0.142,,
-0.09974,0.122,,
-0.099719994,0.14,,
-0.099699994,0.126,,
-0.09968,0.132,,
-0.099659994,0.14,,
-0.09964,0.128,,
-0.09962,0.14,,
-0.099599994,0.124,,
-0.09958,0.142,,
-0.09956,0.144,,
-0.099539994,0.126,,
-0.09952,0.136,,
-0.0995,0.122,,
-0.099479994,0.32,,
-0.09946,0.286,,
-0.09944,0.176,,
-0.099419994,0.116,,
-0.0994,0.072,,
-0.099379994,0.092,,
-0.099359994,0.082,,
-0.09934,0.092,,
-0.099319994,0.094,,
-0.0993,0.084,,
-0.09928,0.09,,
-0.099259994,0.078,,
-0.09924,0.086,,
-0.09922,0.08,,
-0.099199994,0.084,,
-0.09918,0.09,,
-0.09916,0.06,,
-0.099139994,0.024,,
-0.09912,-0.002,,
-0.0991,0,,
-0.099079994,0.008,,
-0.09906,-0.002,,
-0.099039994,0.012,,
-0.099019994,0.016,,
-0.099,0.016,,
-0.098979994,0.026,,
-0.09896,0.034,,
-0.09894,0.054,,
-0.098919994,0.058,,
-0.0989,0.064,,
-0.09888,0.076,,
-0.098859994,0.084,,
-0.09884,0.098,,
-0.09882,0.092,,
-0.098799994,0.104,,
-0.09878,0.106,,
-0.098759994,0.112,,
-0.098739994,0.122,,
-0.09872,0.12,,
-0.098699994,0.126,,
-0.09868,0.132,,
-0.09866,0.13,,
-0.098639994,0.132,,
-0.09862,0.13,,
-0.0986,0.126,,
-0.098579994,0.132,,
-0.09856,0.13,,
-0.09854,0.132,,
-0.098519994,0.118,,
-0.0985,0.118,,
-0.09848,0.112,,
-0.098459994,0.088,,
-0.09844,0.076,,
-0.098419994,0.05,,
-0.098399994,0.052,,
-0.09838,0.044,,
-0.098359994,0.052,,
-0.09834,0.07,,
-0.09832,0.08,,
-0.098299994,0.12,,
-0.09828,0.14,,
-0.09826,0.18,,
-0.098239994,0.182,,
-0.09822,0.182,,
-0.0982,0.2,,
-0.098179994,0.17,,
-0.09816,0.172,,
-0.098139994,0.146,,
-0.098119994,0.156,,
-0.0981,0.148,,
-0.098079994,0.126,,
-0.09806,0.116,,
-0.09804,0.106,,
-0.098019994,0.108,,
-0.098,0.098,,
-0.09798,0.102,,
-0.097959994,0.1,,
-0.09794,0.108,,
-0.09792,0.118,,
-0.097899994,0.136,,
-0.09788,0.142,,
-0.09786,0.146,,
-0.097839994,0.154,,
-0.09782,0.146,,
-0.097799994,0.154,,
-0.097779994,0.138,,
-0.09776,0.16,,
-0.097739994,0.148,,
-0.09772,0.148,,
-0.0977,0.17,,
-0.097679994,0.15,,
-0.09766,0.164,,
-0.09764,0.152,,
-0.097619994,0.172,,
-0.0976,0.154,,
-0.09758,0.142,,
-0.097559994,0.17,,
-0.09754,0.154,,
-0.09752,0.17,,
-0.097499994,0.146,,
-0.09748,0.174,,
-0.097459994,0.184,,
-0.09744,0.15,,
-0.09742,0.172,,
-0.097399994,0.164,,
-0.09738,0.184,,
-0.09736,0.16,,
-0.097339994,0.168,,
-0.09732,0.174,,
-0.0973,0.164,,
-0.097279994,0.172,,
-0.09726,0.172,,
-0.09724,0.18,,
-0.097219994,0.162,,
-0.0972,0.16,,
-0.097179994,0.164,,
-0.097159994,0.16,,
-0.09714,0.15,,
-0.097119994,0.148,,
-0.0971,0.15,,
-0.09708,0.146,,
-0.097059994,0.162,,
-0.09704,0.144,,
-0.09702,0.15,,
-0.096999994,0.138,,
-0.09698,0.142,,
-0.09696,0.128,,
-0.096939994,0.12,,
-0.09692,0.14,,
-0.0969,0.126,,
-0.096879994,0.144,,
-0.09686,0.116,,
-0.096839994,0.136,,
-0.096819994,0.142,,
-0.0968,0.116,,
-0.096779994,0.132,,
-0.09676,0.116,,
-0.09674,0.14,,
-0.096719994,0.114,,
-0.0967,0.124,,
-0.09668,0.126,,
-0.096659994,0.116,,
-0.09664,0.12,,
-0.09662,0.116,,
-0.096599994,0.124,,
-0.09658,0.11,,
-0.096559994,0.108,,
-0.096539994,0.112,,
-0.09652,0.102,,
-0.096499994,0.096,,
-0.09648,0.088,,
-0.09646,0.096,,
-0.096439994,0.098,,
-0.09642,0.096,,
-0.0964,0.096,,
-0.096379994,0.1,,
-0.09636,0.098,,
-0.09634,0.096,,
-0.096319994,0.098,,
-0.0963,0.09,,
-0.09628,0.096,,
-0.096259994,0.094,,
-0.09624,0.102,,
-0.096219994,0.09,,
-0.096199994,0.096,,
-0.09618,0.098,,
-0.096159994,0.084,,
-0.09614,0.092,,
-0.09612,0.076,,
-0.096099994,0.09,,
-0.09608,0.08,,
-0.09606,0.084,,
-0.096039994,0.086,,
-0.09602,0.08,,
-0.096,0.086,,
-0.095979994,0.064,,
-0.09596,0.064,,
-0.095939994,0.05,,
-0.095919994,0.05,,
-0.0959,0.056,,
-0.095879994,0.048,,
-0.09586,0.056,,
-0.09584,0.054,,
-0.095819994,0.05,,
-0.0958,0.062,,
-0.09578,0.042,,
-0.095759994,0.052,,
-0.09574,0.048,,
-0.09572,0.038,,
-0.095699994,0.04,,
-0.09568,0.022,,
-0.09566,0.016,,
-0.095639994,0.01,,
-0.09562,0.014,,
-0.095599994,0.022,,
-0.095579994,0.016,,
-0.09556,0.02,,
-0.095539994,0.024,,
-0.09552,0.034,,
-0.0955,0.032,,
-0.095479994,0.026,,
-0.09546,0.036,,
-0.09544,0.024,,
-0.095419994,0.018,,
-0.0954,0.018,,
-0.09538,0.014,,
-0.095359994,0.016,,
-0.09534,0.012,,
-0.09532,0.018,,
-0.095299994,0.012,,
-0.09528,0.014,,
-0.095259994,0.016,,
-0.09524,0.012,,
-0.09522,0.022,,
-0.095199994,0.016,,
-0.09518,0.014,,
-0.09516,0.02,,
-0.095139994,0.016,,
-0.09512,0.018,,
-0.0951,0.01,,
-0.095079994,0.018,,
-0.09506,0.022,,
-0.09504,0.008,,
-0.095019994,0.02,,
-0.095,0.012,,
-0.094979994,0.02,,
-0.094959994,0.024,,
-0.09494,0.014,,
-0.094919994,0.02,,
-0.0949,0.008,,
-0.09488,0.104,,
-0.094859994,0.014,,
-0.09484,0.088,,
-0.09482,0.03,,
-0.094799994,0.022,,
-0.09478,0.038,,
-0.09476,0.036,,
-0.094739994,0.096,,
-0.09472,0.086,,
-0.0947,0.054,,
-0.094679994,0.098,,
-0.09466,0.026,,
-0.094639994,0.12,,
-0.094619994,0.086,,
-0.0946,0.088,,
-0.094579994,0.086,,
-0.09456,0.058,,
-0.09454,0.084,,
-0.094519994,0.072,,
-0.0945,0.068,,
-0.09448,0.074,,
-0.094459994,0.062,,
-0.09444,0.088,,
-0.09442,0.062,,
-0.094399994,0.072,,
-0.09438,0.076,,
-0.094359994,0.058,,
-0.094339994,0.08,,
-0.09432,0.052,,
-0.094299994,0.084,,
-0.09428,0.07,,
-0.09426,0.058,,
-0.094239994,0.094,,
-0.09422,0.062,,
-0.0942,0.076,,
-0.094179994,0.066,,
-0.09416,0.064,,
-0.09414,0.086,,
-0.094119994,0.052,,
-0.0941,0.08,,
-0.09408,0.074,,
-0.094059994,0.07,,
-0.09404,0.078,,
-0.094019994,0.062,,
-0.093999994,0.074,,
-0.09398,0.06,,
-0.093959994,0.076,,
-0.09394,0.074,,
-0.09392,0.056,,
-0.093899994,0.082,,
-0.09388,0.06,,
-0.09386,0.068,,
-0.093839994,0.072,,
-0.09382,0.054,,
-0.0938,0.084,,
-0.093779994,0.054,,
-0.09376,0.072,,
-0.09374,0.082,,
-0.093719994,0.058,,
-0.0937,0.074,,
-0.093679994,0.06,,
-0.09366,0.084,,
-0.09364,0.064,,
-0.093619994,0.064,,
-0.0936,0.08,,
-0.09358,0.054,,
-0.093559994,0.08,,
-0.09354,0.05,,
-0.09352,0.068,,
-0.093499994,0.08,,
-0.09348,0.046,,
-0.09346,0.07,,
-0.093439994,0.064,,
-0.09342,0.064,,
-0.093399994,0.064,,
-0.093379994,0.052,,
-0.09336,0.066,,
-0.093339994,0.056,,
-0.09332,0.06,,
-0.0933,0.062,,
-0.093279994,0.056,,
-0.09326,0.068,,
-0.09324,0.05,,
-0.093219994,0.062,,
-0.0932,0.066,,
-0.09318,0.048,,
-0.093159994,0.066,,
-0.09314,0.058,,
-0.09312,0.066,,
-0.093099994,0.076,,
-0.09308,0.06,,
-0.093059994,0.062,,
-0.09304,0.062,,
-0.09302,0.066,,
-0.092999994,0.058,,
-0.09298,0.058,,
-0.09296,0.06,,
-0.092939994,0.064,,
-0.09292,0.056,,
-0.0929,0.056,,
-0.092879994,0.066,,
-0.09286,0.074,,
-0.09284,0.06,,
-0.092819994,0.064,,
-0.0928,0.062,,
-0.092779994,0.058,,
-0.092759994,0.056,,
-0.09274,0.044,,
-0.092719994,0.052,,
-0.0927,0.046,,
-0.09268,0.052,,
-0.092659994,0.056,,
-0.09264,0.044,,
-0.09262,0.05,,
-0.092599994,0.038,,
-0.09258,0.06,,
-0.09256,0.052,,
-0.092539994,0.046,,
-0.09252,0.062,,
-0.0925,0.048,,
-0.092479994,0.066,,
-0.09246,0.054,,
-0.092439994,0.064,,
-0.092419994,0.052,,
-0.0924,0.052,,
-0.092379994,0.058,,
-0.09236,0.052,,
-0.09234,0.052,,
-0.092319994,0.046,,
-0.0923,0.058,,
-0.09228,0.054,,
-0.092259994,0.046,,
-0.09224,0.05,,
-0.09222,0.048,,
-0.092199994,0.06,,
-0.09218,0.044,,
-0.09216,0.058,,
-0.092139994,0.04,,
-0.09212,0.048,,
-0.092099994,0.042,,
-0.09208,0.05,,
-0.09206,0.046,,
-0.092039994,0.048,,
-0.09202,0.052,,
-0.092,0.042,,
-0.091979994,0.042,,
-0.09196,0.038,,
-0.09194,0.05,,
-0.091919994,0.04,,
-0.0919,0.032,,
-0.09188,0.054,,
-0.091859994,0.042,,
-0.09184,0.058,,
-0.091819994,0.032,,
-0.091799994,0.064,,
-0.09178,0.042,,
-0.091759994,0.042,,
-0.09174,0.054,,
-0.09172,0.044,,
-0.091699994,0.052,,
-0.09168,0.032,,
-0.09166,0.058,,
-0.091639994,0.06,,
-0.09162,0.048,,
-0.0916,0.06,,
-0.091579994,0.056,,
-0.09156,0.034,,
-0.09154,-0.01,,
-0.091519994,-0.004,,
-0.0915,0.03,,
-0.091479994,-0.014,,
-0.09146,0.01,,
-0.09144,-0.008,,
-0.091419994,0.32,,
-0.0914,0.32,,
-0.09138,0.082,,
-0.091359994,0.016,,
-0.09134,-0.01,,
-0.09132,-0.002,,
-0.091299994,0.006,,
-0.09128,-0.008,,
-0.09126,-0.004,,
-0.091239994,0.018,,
-0.09122,-0.004,,
-0.091199994,0.02,,
-0.091179994,-0.012,,
-0.09116,0.02,,
-0.091139994,0.004,,
-0.09112,-0.006,,
-0.0911,0.018,,
-0.091079994,0,,
-0.09106,0.01,,
-0.09104,-0.012,,
-0.091019994,0.01,,
-0.091,0.026,,
-0.09098,-0.008,,
-0.090959994,0.012,,
-0.09094,-0.004,,
-0.09092,0.022,,
-0.090899994,-0.002,,
-0.09088,-0.002,,
-0.090859994,0.006,,
-0.09084,0.002,,
-0.09082,0.008,,
-0.090799994,0.008,,
-0.09078,0.01,,
-0.09076,0.004,,
-0.090739994,0.014,,
-0.09072,0.01,,
-0.0907,0.002,,
-0.090679994,-0.006,,
-0.09066,0.004,,
-0.09064,-0.002,,
-0.090619994,-0.016,,
-0.0906,-0.008,,
-0.090579994,0.002,,
-0.090559994,0.022,,
-0.09054,0,,
-0.090519994,0.014,,
-0.0905,0,,
-0.09048,-0.006,,
-0.090459994,0.008,,
-0.09044,-0.002,,
-0.09042,0.016,,
-0.090399994,0.018,,
-0.09038,0.016,,
-0.09036,0.012,,
-0.090339994,0,,
-0.09032,0.008,,
-0.0903,0,,
-0.090279994,0.01,,
-0.09026,0,,
-0.090239994,0,,
-0.090219994,0.01,,
-0.0902,0,,
-0.090179994,0.01,,
-0.09016,0.012,,
-0.09014,0.008,,
-0.090119994,0.014,,
-0.0901,0.01,,
-0.09008,0.014,,
-0.090059994,0.008,,
-0.09004,0.004,,
-0.09002,0.006,,
-0.089999994,-0.006,,
-0.08998,0.006,,
-0.08996,-0.01,,
-0.089939994,0.014,,
-0.08992,-0.002,,
-0.089899994,-0.008,,
-0.08988,0.006,,
-0.08986,-0.006,,
-0.089839994,0.006,,
-0.08982,-0.01,,
-0.0898,0.004,,
-0.089779994,0.01,,
-0.08976,-0.004,,
-0.08974,0.01,,
-0.089719994,0.002,,
-0.0897,0.02,,
-0.08968,0.01,,
-0.089659994,-0.01,,
-0.08964,0.01,,
-0.089619994,0.002,,
-0.089599994,0.012,,
-0.08958,0.01,,
-0.089559994,-0.008,,
-0.08954,0.024,,
-0.08952,0.004,,
-0.089499994,0.01,,
-0.08948,0.01,,
-0.08946,0.01,,
-0.089439994,0.008,,
-0.08942,-0.006,,
-0.0894,0.014,,
-0.089379994,0,,
-0.08936,0,,
-0.08934,0.016,,
-0.089319994,-0.018,,
-0.0893,0.02,,
-0.089279994,-0.008,,
-0.08926,-0.018,,
-0.08924,0.016,,
-0.089219994,-0.016,,
-0.0892,0.022,,
-0.08918,-0.02,,
-0.089159994,0.008,,
-0.08914,0.018,,
-0.08912,-0.022,,
-0.089099994,0.02,,
-0.08908,-0.02,,
-0.08906,0.036,,
-0.089039994,-0.006,,
-0.08902,-0.01,,
-0.088999994,0.032,,
-0.088979994,-0.016,,
-0.08896,0.028,,
-0.088939994,-0.006,,
-0.08892,0.002,,
-0.0889,0.02,,
-0.088879994,-0.022,,
-0.08886,0.032,,
-0.08884,0.002,,
-0.088819994,0.006,,
-0.0888,0.01,,
-0.08878,-0.01,,
-0.088759994,0.03,,
-0.08874,-0.01,,
-0.08872,0.008,,
-0.088699994,0.02,,
-0.08868,-0.024,,
-0.088659994,0.022,,
-0.08864,-0.008,,
-0.08862,0.008,,
-0.088599994,0.008,,
-0.08858,-0.01,,
-0.08856,0.034,,
-0.088539994,-0.016,,
-0.08852,0.012,,
-0.0885,0.006,,
-0.088479994,-0.016,,
-0.08846,0.018,,
-0.08844,-0.012,,
-0.088419994,0.02,,
-0.0884,-0.002,,
-0.08838,-0.012,,
-0.088359994,0.024,,
-0.08834,-0.012,,
-0.088319994,0.024,,
-0.0883,0.004,,
-0.08828,-0.004,,
-0.088259994,0.02,,
-0.08824,-0.014,,
-0.08822,0.022,,
-0.088199994,-0.004,,
-0.08818,-0.012,,
-0.08816,0.016,,
-0.088139994,-0.008,,
-0.08812,0.022,,
-0.0881,-0.012,,
-0.088079994,0.01,,
-0.08806,0.01,,
-0.088039994,-0.016,,
-0.08802,0.016,,
-0.088,-0.012,,
-0.087979994,0.03,,
-0.08796,0.004,,
-0.08794,-0.008,,
-0.087919994,0.034,,
-0.0879,-0.006,,
-0.08788,0.012,,
-0.087859994,-0.002,,
-0.08784,0,,
-0.08782,0.012,,
-0.087799994,-0.01,,
-0.08778,0.006,,
-0.08776,0.004,,
-0.087739994,0.008,,
-0.08772,0.006,,
-0.087699994,-0.006,,
-0.08768,0.018,,
-0.08766,-0.002,,
-0.087639994,0.01,,
-0.08762,0.014,,
-0.0876,-0.004,,
-0.087579994,0.014,,
-0.08756,-0.008,,
-0.08754,-0.012,,
-0.087519994,0.006,,
-0.0875,-0.002,,
-0.08748,0.002,,
-0.087459994,-0.012,,
-0.08744,0.008,,
-0.087419994,0.008,,
-0.087399994,0.002,,
-0.08738,0.012,,
-0.087359994,0.002,,
-0.08734,0.016,,
-0.08732,0.004,,
-0.087299994,0,,
-0.08728,0.012,,
-0.08726,0.002,,
-0.087239994,0.004,,
-0.08722,0.004,,
-0.0872,-0.002,,
-0.087179994,0.014,,
-0.08716,-0.002,,
-0.08714,0.008,,
-0.087119994,0.002,,
-0.0871,-0.004,,
-0.087079994,0.01,,
-0.08706,0.004,,
-0.08704,0.014,,
-0.087019994,0.002,,
-0.087,0.004,,
-0.08698,0.006,,
-0.086959994,0,,
-0.08694,0.01,,
-0.08692,0,,
-0.086899994,0.002,,
-0.08688,0,,
-0.08686,0,,
-0.086839994,0.002,,
-0.08682,0.002,,
-0.086799994,0.01,,
-0.086779994,0.01,,
-0.08676,0.01,,
-0.086739994,0.004,,
-0.08672,0.008,,
-0.0867,0.012,,
-0.086679994,0.004,,
-0.08666,0.004,,
-0.08664,0.002,,
-0.086619994,0.004,,
-0.0866,0.008,,
-0.08658,0.014,,
-0.086559994,0.006,,
-0.08654,0.012,,
-0.08652,0.004,,
-0.086499994,0.01,,
-0.08648,0.004,,
-0.086459994,0.002,,
-0.08644,0.012,,
-0.08642,0.006,,
-0.086399994,0.016,,
-0.08638,0.002,,
-0.08636,0.014,,
-0.086339994,0.02,,
-0.08632,0.002,,
-0.0863,0.014,,
-0.086279994,0.004,,
-0.08626,0.018,,
-0.08624,0.004,,
-0.086219994,0.008,,
-0.0862,0.012,,
-0.08618,0.004,,
-0.086159994,0.012,,
-0.08614,0.01,,
-0.086119994,0.02,,
-0.0861,0.006,,
-0.08608,0.006,,
-0.086059994,0.018,,
-0.08604,0.01,,
-0.08602,0.012,,
-0.085999994,-0.002,,
-0.08598,0.016,,
-0.08596,0.012,,
-0.085939994,0.016,,
-0.08592,0.014,,
-0.0859,0.012,,
-0.085879994,0.006,,
-0.08586,0.014,,
-0.085839994,0.01,,
-0.08582,0.01,,
-0.0858,0.014,,
-0.085779994,0.01,,
-0.08576,0.018,,
-0.08574,0.008,,
-0.085719994,0.02,,
-0.0857,0.022,,
-0.08568,0.01,,
-0.085659994,0.016,,
-0.08564,0,,
-0.08562,0.024,,
-0.085599994,0.004,,
-0.08558,0.008,,
-0.08556,0.024,,
-0.085539994,0.006,,
-0.08552,0.018,,
-0.085499994,0.014,,
-0.08548,0.026,,
-0.08546,0.014,,
-0.085439994,0.01,,
-0.08542,0.026,,
-0.0854,0.014,,
-0.085379994,0.018,,
-0.08536,0.008,,
-0.08534,0.024,,
-0.085319994,0.026,,
-0.0853,0.018,,
-0.08528,0.022,,
-0.085259994,0.024,,
-0.08524,0.024,,
-0.085219994,0.024,,
-0.085199994,0.032,,
-0.08518,0.024,,
-0.085159994,0.028,,
-0.08514,0.034,,
-0.08512,0.042,,
-0.085099994,0.042,,
-0.08508,0.044,,
-0.08506,0.046,,
-0.085039994,0.04,,
-0.08502,0.048,,
-0.085,0.04,,
-0.084979994,0.052,,
-0.08496,0.042,,
-0.08494,0.044,,
-0.084919994,0.054,,
-0.0849,0.044,,
-0.084879994,0.058,,
-0.08486,0.048,,
-0.08484,0.056,,
-0.084819994,0.044,,
-0.0848,0.042,,
-0.08478,0.058,,
-0.084759994,0.048,,
-0.08474,0.06,,
-0.08472,0.05,,
-0.084699994,0.056,,
-0.08468,0.058,,
-0.08466,0.05,,
-0.084639994,0.056,,
-0.08462,0.054,,
-0.0846,0.052,,
-0.084579994,0.044,,
-0.08456,0.044,,
-0.084539994,0.034,,
-0.08452,0.036,,
-0.0845,0.036,,
-0.084479994,0.042,,
-0.08446,0.04,,
-0.08444,0.048,,
-0.084419994,0.072,,
-0.0844,0.08,,
-0.08438,0.096,,
-0.084359994,0.1,,
-0.08434,0.116,,
-0.08432,0.12,,
-0.084299994,0.124,,
-0.08428,0.124,,
-0.084259994,0.118,,
-0.08424,0.112,,
-0.08422,0.1,,
-0.084199994,0.094,,
-0.08418,0.09,,
-0.08416,0.088,,
-0.084139994,0.088,,
-0.08412,0.084,,
-0.0841,0.094,,
-0.084079994,0.082,,
-0.08406,0.09,,
-0.08404,0.088,,
-0.084019994,0.094,,
-0.084,0.104,,
-0.08398,0.092,,
-0.083959994,0.09,,
-0.08394,0.106,,
-0.083919994,0.106,,
-0.0839,0.114,,
-0.08388,0.106,,
-0.083859994,0.12,,
-0.08384,0.126,,
-0.08382,0.12,,
-0.083799994,0.128,,
-0.08378,0.13,,
-0.08376,0.154,,
-0.083739994,0.132,,
-0.08372,0.136,,
-0.0837,0.158,,
-0.083679994,0.142,,
-0.08366,0.164,,
-0.083639994,0.148,,
-0.08362,0.16,,
-0.0836,0.154,,
-0.083579994,0.14,,
-0.08356,0.16,,
-0.08354,0.152,,
-0.083519994,0.162,,
-0.0835,0.146,,
-0.08348,0.15,,
-0.083459994,0.16,,
-0.08344,0.138,,
-0.08342,0.156,,
-0.083399994,0.15,,
-0.08338,0.146,,
-0.08336,0.156,,
-0.083339994,0.136,,
-0.08332,0.158,,
-0.083299994,0.15,,
-0.08328,0.146,,
-0.08326,0.154,,
-0.083239994,0.138,,
-0.08322,0.154,,
-0.0832,0.146,,
-0.083179994,0.144,,
-0.08316,0.15,,
-0.08314,0.128,,
-0.083119994,0.162,,
-0.0831,0.132,,
-0.08308,0.14,,
-0.083059994,0.144,,
-0.08304,0.126,,
-0.083019994,0.15,,
-0.082999994,0.118,,
-0.08298,0.148,,
-0.082959994,0.14,,
-0.08294,0.122,,
-0.08292,0.15,,
-0.082899994,0.126,,
-0.08288,0.148,,
-0.08286,0.126,,
-0.082839994,0.13,,
-0.08282,0.276,,
-0.0828,0.208,,
-0.082779994,0.168,,
-0.08276,0.098,,
-0.08274,0.078,,
-0.082719994,0.088,,
-0.0827,0.076,,
-0.082679994,0.106,,
-0.08266,0.072,,
-0.08264,0.082,,
-0.082619994,0.094,,
-0.0826,0.074,,
-0.08258,0.094,,
-0.082559994,0.072,,
-0.08254,0.088,,
-0.08252,0.076,,
-0.082499994,0.066,,
-0.08248,0.042,,
-0.08246,0.006,,
-0.082439994,0.01,,
-0.08242,-0.002,,
-0.0824,0.008,,
-0.082379994,0.02,,
-0.08236,0.002,,
-0.082339994,0.028,,
-0.08232,0.024,,
-0.0823,0.034,,
-0.082279994,0.046,,
-0.08226,0.046,,
-0.08224,0.07,,
-0.082219994,0.074,,
-0.0822,0.084,,
-0.08218,0.084,,
-0.082159994,0.082,,
-0.08214,0.104,,
-0.08212,0.098,,
-0.082099994,0.112,,
-0.08208,0.12,,
-0.082059994,0.104,,
-0.08204,0.134,,
-0.08202,0.116,,
-0.081999994,0.134,,
-0.08198,0.146,,
-0.08196,0.124,,
-0.081939994,0.142,,
-0.08192,0.128,,
-0.0819,0.138,,
-0.081879994,0.12,,
-0.08186,0.116,,
-0.08184,0.126,,
-0.081819994,0.1,,
-0.0818,0.094,,
-0.08178,0.068,,
-0.081759994,0.058,,
-0.08174,0.058,,
-0.081719994,0.04,,
-0.0817,0.054,,
-0.08168,0.056,,
-0.081659994,0.084,,
-0.08164,0.114,,
-0.08162,0.136,,
-0.081599994,0.166,,
-0.08158,0.178,,
-0.08156,0.192,,
-0.081539994,0.192,,
-0.08152,0.176,,
-0.0815,0.17,,
-0.081479994,0.15,,
-0.08146,0.152,,
-0.081439994,0.138,,
-0.08142,0.126,,
-0.0814,0.126,,
-0.081379994,0.106,,
-0.08136,0.112,,
-0.08134,0.108,,
-0.081319994,0.102,,
-0.0813,0.114,,
-0.08128,0.116,,
-0.081259994,0.126,,
-0.08124,0.126,,
-0.08122,0.132,,
-0.081199994,0.138,,
-0.08118,0.148,,
-0.08116,0.148,,
-0.081139994,0.146,,
-0.08112,0.156,,
-0.081099994,0.156,,
-0.08108,0.154,,
-0.08106,0.16,,
-0.081039994,0.158,,
-0.08102,0.154,,
-0.081,0.16,,
-0.080979994,0.148,,
-0.08096,0.158,,
-0.08094,0.156,,
-0.080919994,0.162,,
-0.0809,0.17,,
-0.08088,0.156,,
-0.080859994,0.16,,
-0.08084,0.152,,
-0.08082,0.17,,
-0.080799994,0.158,,
-0.08078,0.152,,
-0.080759994,0.176,,
-0.08074,0.16,,
-0.08072,0.184,,
-0.080699994,0.162,,
-0.08068,0.182,,
-0.08066,0.18,,
-0.080639994,0.166,,
-0.08062,0.178,,
-0.0806,0.166,,
-0.080579994,0.17,,
-0.08056,0.154,,
-0.08054,0.172,,
-0.080519994,0.17,,
-0.0805,0.146,,
-0.080479994,0.162,,
-0.08046,0.158,,
-0.08044,0.172,,
-0.080419994,0.15,,
-0.0804,0.144,,
-0.08038,0.138,,
-0.080359994,0.142,,
-0.08034,0.138,,
-0.08032,0.14,,
-0.080299994,0.134,,
-0.08028,0.138,,
-0.08026,0.136,,
-0.080239994,0.126,,
-0.08022,0.13,,
-0.0802,0.122,,
-0.080179994,0.136,,
-0.08016,0.12,,
-0.080139994,0.112,,
-0.08012,0.136,,
-0.0801,0.122,,
-0.080079994,0.142,,
-0.08006,0.114,,
-0.08004,0.136,,
-0.080019994,0.132,,
-0.08,0.11,,
-0.07998,0.128,,
-0.079959994,0.11,,
-0.07994,0.118,,
-0.07992,0.096,,
-0.079899994,0.108,,
-0.07988,0.112,,
-0.079859994,0.092,,
-0.07984,0.102,,
-0.07982,0.092,,
-0.079799994,0.116,,
-0.07978,0.086,,
-0.07976,0.082,,
-0.079739994,0.1,,
-0.07972,0.094,,
-0.0797,0.096,,
-0.079679994,0.096,,
-0.07966,0.09,,
-0.07964,0.092,,
-0.079619994,0.094,,
-0.0796,0.094,,
-0.07958,0.094,,
-0.079559994,0.086,,
-0.07954,0.092,,
-0.079519994,0.088,,
-0.0795,0.086,,
-0.07948,0.092,,
-0.079459994,0.086,,
-0.07944,0.094,,
-0.07942,0.08,,
-0.079399994,0.086,,
-0.07938,0.088,,
-0.07936,0.074,,
-0.079339994,0.08,,
-0.07932,0.06,,
-0.0793,0.058,,
-0.079279994,0.05,,
-0.07926,0.056,,
-0.079239994,0.064,,
-0.07922,0.05,,
-0.0792,0.054,,
-0.079179994,0.046,,
-0.07916,0.056,,
-0.07914,0.046,,
-0.079119994,0.046,,
-0.0791,0.058,,
-0.07908,0.048,,
-0.079059994,0.046,,
-0.07904,0.028,,
-0.07902,0.03,,
-0.078999994,0.018,,
-0.07898,0.016,,
-0.07896,0.014,,
-0.078939994,0.01,,
-0.07892,0.014,,
-0.078899994,0.016,,
-0.07888,0.028,,
-0.07886,0.026,,
-0.078839994,0.03,,
-0.07882,0.032,,
-0.0788,0.036,,
-0.078779994,0.028,,
-0.07876,0.024,,
-0.07874,0.018,,
-0.078719994,0.012,,
-0.0787,0.01,,
-0.07868,0.01,,
-0.078659994,0.01,,
-0.07864,0.014,,
-0.07862,0.016,,
-0.078599994,0.02,,
-0.07858,0.016,,
-0.078559994,0.016,,
-0.07854,0.01,,
-0.07852,0.018,,
-0.078499994,0.014,,
-0.07848,0.016,,
-0.07846,0.016,,
-0.078439994,0.012,,
-0.07842,0.022,,
-0.0784,0.016,,
-0.078379994,0.018,,
-0.07836,0.014,,
-0.07834,0.018,,
-0.078319994,0.018,,
-0.0783,0.028,,
-0.078279994,0.038,,
-0.07826,0.014,,
-0.07824,0.028,,
-0.078219994,0.016,,
-0.0782,0.05,,
-0.07818,0.022,,
-0.078159994,0.028,,
-0.07814,0.028,,
-0.07812,0.03,,
-0.078099994,0.03,,
-0.07808,0.092,,
-0.07806,0.038,,
-0.078039994,0.11,,
-0.07802,0.086,,
-0.078,0.066,,
-0.077979994,0.082,,
-0.07796,0.062,,
-0.077939994,0.092,,
-0.07792,0.064,,
-0.0779,0.068,,
-0.077879994,0.086,,
-0.07786,0.062,,
-0.07784,0.092,,
-0.077819994,0.058,,
-0.0778,0.072,,
-0.07778,0.084,,
-0.077759994,0.05,,
-0.07774,0.082,,
-0.07772,0.066,,
-0.077699994,0.078,,
-0.07768,0.078,,
-0.077659994,0.068,,
-0.07764,0.078,,
-0.07762,0.062,,
-0.077599994,0.072,,
-0.07758,0.07,,
-0.07756,0.058,,
-0.077539994,0.078,,
